iteration,action_noise_std,value_function_loss,surrogate_loss,entropy_loss,mean_reward,mean_episode_length,rew_air_time,rew_base_angular_vel,rew_base_linear_vel,rew_foot_clearance,rew_gait,rew_action_smoothness,rew_air_time_variance,rew_base_motion,rew_base_orientation,rew_foot_slip,rew_joint_acc,rew_joint_pos,rew_joint_torques,rew_joint_vel,terrain_level,error_vel_xy,error_vel_yaw,term_timeout,term_body_contact,term_out_of_bounds,total_timesteps
195,0.65,1.0442,-0.0085,14.5294,207.61,1047.48,0.439,2.5154,8.6033,0.1714,3.9893,-2.0895,-0.0023,-0.3338,-0.536,-0.2767,-0.1112,-0.2625,-0.0093,-0.0458,0.0009,0.9759,0.2553,0.051,0.949,0.0,23049600.0
196,0.65,1.0484,-0.0085,14.4955,236.04,1157.25,0.4104,2.406,8.6718,0.1642,3.7216,-2.0007,-0.002,-0.3281,-0.4954,-0.2543,-0.0943,-0.2824,-0.0087,-0.0441,0.001,0.8685,0.2492,0.059,0.941,0.0,23167200.0
197,0.65,1.0739,-0.006,14.4817,245.21,1215.64,0.4366,2.646,9.3902,0.179,3.8513,-2.2009,-0.0023,-0.3531,-0.5259,-0.2805,-0.0875,-0.3473,-0.0093,-0.0476,0.001,1.0261,0.2718,0.0649,0.9351,0.0,23284800.0
198,0.65,1.0949,-0.0045,14.4695,247.76,1171.6,0.4129,2.5376,9.5044,0.1724,3.856,-2.106,-0.0022,-0.347,-0.4726,-0.2586,-0.0895,-0.3085,-0.0091,-0.0466,0.0013,0.8707,0.258,0.0737,0.9263,0.0,23402400.0
199,0.64,1.1301,-0.0091,14.4293,254.96,1304.79,0.4913,2.82,9.0102,0.1949,4.6044,-2.3338,-0.0024,-0.3682,-0.5588,-0.2931,-0.1124,-0.2878,-0.0102,-0.0509,0.0016,1.2081,0.2829,0.0834,0.9166,0.0,23520000.0
200,0.64,1.175,-0.0052,14.3924,228.19,1100.9,0.4639,2.6908,9.9488,0.1804,4.1655,-2.2223,-0.0024,-0.3571,-0.5379,-0.2869,-0.0925,-0.3038,-0.0095,-0.0485,0.0023,0.9347,0.2692,0.0943,0.9057,0.0,23637600.0
201,0.64,1.2372,-0.0025,14.3726,258.96,1246.07,0.4751,2.7807,9.5872,0.1892,4.5203,-2.3038,-0.0023,-0.3709,-0.5472,-0.2991,-0.1145,-0.2878,-0.0101,-0.0507,0.0031,1.099,0.289,0.1041,0.8959,0.0,23755200.0
202,0.64,1.2207,-0.0047,14.353,255.01,1260.36,0.4364,2.6857,9.4593,0.181,4.0442,-2.2205,-0.0023,-0.3557,-0.5231,-0.2885,-0.1257,-0.3314,-0.0099,-0.0498,0.0038,1.0193,0.2704,0.1145,0.8855,0.0,23872800.0
203,0.64,1.2265,-0.0079,14.3295,311.09,1515.13,0.591,3.5298,12.2475,0.246,5.4337,-2.9167,-0.0031,-0.4542,-0.6821,-0.3689,-0.1257,-0.4271,-0.0126,-0.0633,0.005,1.386,0.355,0.1283,0.8717,0.0,23990400.0
204,0.64,1.0733,-0.0069,14.3242,236.36,1119.76,0.4463,2.6435,9.9118,0.1773,4.0848,-2.1837,-0.0023,-0.3591,-0.4983,-0.2786,-0.0991,-0.3087,-0.0095,-0.0491,0.0059,0.9039,0.2665,0.142,0.858,0.0,24108000.0
205,0.64,1.2048,-0.0098,14.2957,272.73,1359.65,0.5247,3.1364,10.8779,0.2094,4.6042,-2.5852,-0.0029,-0.4041,-0.6144,-0.3255,-0.1016,-0.4135,-0.0111,-0.0557,0.0061,1.1942,0.3166,0.1516,0.8484,0.0,24225600.0
206,0.64,1.2683,-0.0075,14.272,253.96,1233.81,0.4726,2.8772,9.9494,0.1976,4.3549,-2.3777,-0.0024,-0.3786,-0.5436,-0.2971,-0.0994,-0.3615,-0.0101,-0.0524,0.0073,1.1199,0.2873,0.164,0.836,0.0,24343200.0
207,0.64,1.2905,-0.0069,14.2539,265.05,1288.41,0.4785,2.8095,9.9595,0.1894,4.45,-2.3198,-0.0024,-0.3776,-0.5329,-0.2953,-0.1033,-0.3124,-0.01,-0.0521,0.0081,1.0438,0.2853,0.1774,0.8226,0.0,24460800.0
208,0.64,1.3059,-0.0034,14.2443,268.68,1281.64,0.4779,2.924,10.94,0.2005,4.5273,-2.4014,-0.0025,-0.3843,-0.5476,-0.2978,-0.1048,-0.3446,-0.0104,-0.0531,0.0091,1.0173,0.2902,0.1896,0.8104,0.0,24578400.0
209,0.64,1.2979,-0.0104,14.224,264.66,1285.05,0.5016,2.9508,11.1235,0.1958,4.4117,-2.4239,-0.0026,-0.3972,-0.561,-0.3126,-0.1021,-0.3743,-0.0104,-0.0541,0.0102,0.9866,0.3003,0.2009,0.7991,0.0,24696000.0
210,0.64,1.1729,-0.0079,14.2229,300.44,1411.0,0.4674,2.8581,10.6438,0.1915,4.2494,-2.3483,-0.0025,-0.3913,-0.5125,-0.2984,-0.0947,-0.3732,-0.0101,-0.0531,0.0124,0.9858,0.2883,0.2124,0.7876,0.0,24813600.0
211,0.63,1.2266,-0.0054,14.1986,278.02,1345.1,0.4993,3.0755,11.3505,0.2075,4.5228,-2.5283,-0.0027,-0.4119,-0.5506,-0.3131,-0.0988,-0.4068,-0.0108,-0.0568,0.0135,1.0977,0.3101,0.2259,0.7741,0.0,24931200.0
212,0.63,1.3092,-0.0004,14.1783,269.18,1348.13,0.5213,3.0258,10.5003,0.201,4.729,-2.4851,-0.0027,-0.4082,-0.5589,-0.3207,-0.122,-0.3489,-0.0109,-0.0565,0.0158,1.171,0.3091,0.2401,0.7599,0.0,25048800.0
213,0.63,1.2707,-0.0098,14.1618,253.7,1295.15,0.4832,2.787,9.1674,0.1891,4.5139,-2.2848,-0.0025,-0.3789,-0.505,-0.2837,-0.0982,-0.2877,-0.0099,-0.0518,0.0191,1.1242,0.2765,0.2537,0.7463,0.0,25166400.0
214,0.63,1.2786,-0.0076,14.1365,257.97,1217.97,0.4355,2.5978,9.5369,0.1743,4.016,-2.1236,-0.0022,-0.3555,-0.4807,-0.2667,-0.0881,-0.3085,-0.0091,-0.048,0.0216,0.9212,0.2572,0.2664,0.7336,0.0,25284000.0
215,0.63,1.3467,-0.0075,14.1192,261.45,1253.77,0.4748,2.9146,10.6213,0.1963,4.587,-2.3866,-0.0025,-0.3901,-0.5014,-0.3014,-0.12,-0.337,-0.0105,-0.055,0.0249,1.0619,0.2912,0.2777,0.7223,0.0,25401600.0
216,0.63,1.2264,-0.0018,14.108,236.46,1106.93,0.4155,2.4281,9.1017,0.1613,3.7038,-1.9906,-0.0022,-0.3365,-0.4381,-0.2506,-0.0805,-0.2881,-0.0085,-0.0452,0.0268,0.8431,0.2458,0.2861,0.7139,0.0,25519200.0
217,0.63,1.217,-0.0033,14.0861,267.9,1324.94,0.5191,2.862,9.4475,0.1894,4.6876,-2.3394,-0.0026,-0.3911,-0.506,-0.3013,-0.1013,-0.2833,-0.0102,-0.0531,0.0298,1.1712,0.2885,0.2941,0.7059,0.0,25636800.0
218,0.63,1.2178,-0.0093,14.0686,247.39,1262.46,0.4931,2.8925,9.5779,0.1895,4.5155,-2.3689,-0.0026,-0.3838,-0.5552,-0.304,-0.1006,-0.3365,-0.0102,-0.0533,0.034,1.1732,0.2956,0.3072,0.6928,0.0,25754400.0
219,0.63,1.1922,-0.0068,14.0539,266.24,1297.31,0.4993,2.9172,10.1775,0.1929,4.5237,-2.3958,-0.0028,-0.404,-0.5266,-0.3058,-0.1248,-0.3377,-0.0106,-0.0558,0.0366,1.1133,0.3013,0.3161,0.6839,0.0,25872000.0
220,0.63,1.1812,-0.0072,14.0415,248.57,1212.09,0.4394,2.7005,9.9512,0.1756,3.8321,-2.2068,-0.0025,-0.3664,-0.4799,-0.2884,-0.1022,-0.3861,-0.0097,-0.0508,0.0387,0.9491,0.2722,0.325,0.675,0.0,25989600.0
221,0.63,1.2626,-0.0077,14.0235,244.24,1189.74,0.5052,2.8769,10.4482,0.1872,4.2894,-2.3498,-0.0029,-0.3924,-0.5721,-0.3089,-0.0955,-0.351,-0.0102,-0.0534,0.0426,1.04,0.2955,0.3333,0.6667,0.0,26107200.0
222,0.63,1.0305,-0.0095,14.0087,235.24,1174.11,0.4277,2.4484,8.5476,0.1572,3.7182,-2.0002,-0.0023,-0.3336,-0.4468,-0.2614,-0.0935,-0.2948,-0.0088,-0.0464,0.0461,0.9156,0.2446,0.3412,0.6588,0.0,26224800.0
223,0.63,1.0972,-0.0082,13.97,218.37,1097.13,0.4474,2.4828,8.6335,0.1608,3.9516,-2.0268,-0.0024,-0.3516,-0.4587,-0.2708,-0.0853,-0.2593,-0.0088,-0.0471,0.0479,0.9492,0.2577,0.346,0.654,0.0,26342400.0
224,0.63,1.1105,-0.0036,13.9627,297.25,1399.3,0.5306,3.1131,11.2334,0.204,4.7223,-2.5379,-0.0031,-0.4127,-0.5619,-0.3297,-0.0981,-0.37,-0.0109,-0.0566,0.051,1.1728,0.3148,0.3532,0.6468,0.0,26460000.0
225,0.63,1.0162,-0.007,13.9527,268.6,1324.21,0.5146,3.0134,10.3789,0.1949,4.376,-2.4647,-0.0031,-0.4186,-0.553,-0.3147,-0.1004,-0.4024,-0.0107,-0.0566,0.0545,1.1874,0.314,0.3624,0.6376,0.0,26577600.0
226,0.63,1.2579,-0.0034,13.9302,215.01,1050.1,0.4184,2.4918,9.3942,0.1601,3.616,-2.028,-0.0025,-0.3365,-0.4885,-0.2676,-0.0894,-0.3301,-0.0089,-0.0457,0.0569,0.8734,0.2531,0.37,0.63,0.0,26695200.0
227,0.62,1.1562,-0.0012,13.9156,276.96,1310.94,0.5269,3.1086,12.1546,0.1976,4.5373,-2.5271,-0.003,-0.4079,-0.5512,-0.3388,-0.1409,-0.4154,-0.0114,-0.0581,0.059,0.9719,0.3059,0.3759,0.6241,0.0,26812800.0
228,0.62,1.1079,-0.0024,13.9069,244.79,1223.04,0.4962,2.6957,8.7791,0.1737,4.2923,-2.1871,-0.0028,-0.3609,-0.4772,-0.2819,-0.0718,-0.2776,-0.0093,-0.0491,0.0618,1.1244,0.2675,0.3842,0.6158,0.0,26930400.0
229,0.62,1.0766,-0.0063,13.8848,247.38,1190.49,0.5308,2.9035,10.0335,0.1873,4.6311,-2.3644,-0.0028,-0.394,-0.5577,-0.3224,-0.1141,-0.3057,-0.0105,-0.0542,0.064,1.1106,0.2982,0.3899,0.6101,0.0,27048000.0
230,0.62,0.9967,-0.0032,13.8444,267.47,1322.15,0.5483,3.1964,11.005,0.2029,4.703,-2.5985,-0.0033,-0.4343,-0.6018,-0.346,-0.1306,-0.4106,-0.0115,-0.0604,0.0674,1.2934,0.33,0.3978,0.6022,0.0,27165600.0
231,0.62,1.0608,-0.006,13.8299,263.67,1257.59,0.5097,2.8693,10.4851,0.1829,4.3486,-2.3316,-0.0028,-0.3899,-0.5319,-0.3026,-0.1091,-0.3577,-0.0103,-0.0537,0.0709,0.9985,0.2982,0.4047,0.5953,0.0,27283200.0
232,0.62,0.992,-0.0093,13.8053,257.02,1266.48,0.4681,2.6468,9.0866,0.1659,3.9602,-2.1486,-0.0027,-0.3648,-0.4585,-0.2971,-0.1063,-0.3254,-0.0096,-0.0514,0.0739,1.0522,0.2657,0.4106,0.5894,0.0,27400800.0
233,0.62,1.0281,-0.0078,13.7912,274.23,1364.82,0.52,3.0619,10.5689,0.1919,4.5435,-2.489,-0.003,-0.4106,-0.5255,-0.3328,-0.0932,-0.3973,-0.0107,-0.057,0.078,1.2137,0.3185,0.4182,0.5818,0.0,27518400.0
234,0.62,1.1603,-0.0068,13.7742,272.59,1320.58,0.5706,3.1596,10.9551,0.1996,5.0166,-2.5575,-0.0031,-0.4243,-0.5791,-0.3383,-0.1097,-0.3345,-0.0112,-0.0585,0.0814,1.1968,0.3157,0.4251,0.5749,0.0,27636000.0
235,0.62,1.0548,-0.0042,13.7602,250.76,1183.7,0.4599,2.5264,9.2091,0.1597,4.0206,-2.0492,-0.0025,-0.3551,-0.4317,-0.2647,-0.0885,-0.2772,-0.009,-0.0482,0.0862,0.9017,0.2605,0.434,0.566,0.0,27753600.0
236,0.62,1.0361,-0.0078,13.7356,253.62,1297.24,0.4985,2.8548,9.0001,0.1773,4.4528,-2.3089,-0.0027,-0.3866,-0.5289,-0.3137,-0.1036,-0.3239,-0.0102,-0.0537,0.0893,1.2628,0.2927,0.4423,0.5577,0.0,27871200.0
237,0.62,0.8737,-0.0035,13.7173,225.81,1127.68,0.4736,2.6886,10.0124,0.1695,3.9264,-2.1867,-0.0031,-0.3922,-0.4936,-0.2956,-0.1018,-0.3549,-0.0097,-0.0526,0.0919,0.9344,0.2943,0.4483,0.5517,0.0,27988800.0
238,0.62,1.0685,-0.0096,13.6823,239.23,1182.26,0.509,3.0404,11.7873,0.1862,4.1571,-2.4778,-0.0029,-0.4178,-0.5893,-0.3393,-0.1172,-0.4731,-0.0109,-0.0576,0.0946,0.9995,0.3336,0.4532,0.5468,0.0,28106400.0
239,0.61,1.0312,-0.0082,13.6687,252.71,1238.73,0.4686,2.6151,9.4861,0.1576,3.8885,-2.1263,-0.0028,-0.3678,-0.4982,-0.2976,-0.103,-0.3363,-0.0095,-0.0512,0.0969,0.9837,0.2807,0.4579,0.5421,0.0,28224000.0
240,0.61,0.9584,-0.0079,13.637,264.5,1293.46,0.5239,2.8805,10.4311,0.1761,4.4832,-2.3309,-0.003,-0.4013,-0.508,-0.3207,-0.1161,-0.3213,-0.0104,-0.0563,0.1007,1.0519,0.2978,0.4626,0.5374,0.0,28341600.0
241,0.61,0.9962,-0.0067,13.5905,236.43,1152.48,0.438,2.3868,8.8682,0.1414,3.4702,-1.9339,-0.0028,-0.342,-0.4563,-0.2725,-0.0865,-0.3117,-0.0086,-0.046,0.1038,0.8679,0.2557,0.4691,0.5309,0.0,28459200.0
242,0.61,1.0174,-0.0051,13.5652,241.88,1197.75,0.4923,2.6521,8.8891,0.1592,4.1058,-2.1497,-0.0029,-0.3784,-0.5068,-0.2942,-0.0953,-0.3048,-0.0095,-0.051,0.1065,1.1215,0.2875,0.4739,0.5261,0.0,28576800.0
243,0.61,0.9458,-0.0096,13.5393,256.88,1270.62,0.5432,3.0386,10.4351,0.1895,4.7693,-2.4619,-0.0031,-0.4252,-0.4997,-0.3238,-0.1102,-0.341,-0.0109,-0.06,0.1092,1.2068,0.3133,0.4783,0.5217,0.0,28694400.0
244,0.61,0.9872,-0.0078,13.5141,231.88,1110.58,0.4238,2.3367,8.8236,0.1452,3.6008,-1.894,-0.0025,-0.3537,-0.3747,-0.2472,-0.0905,-0.2761,-0.0084,-0.0477,0.1139,0.7807,0.2473,0.4835,0.5165,0.0,28812000.0
245,0.61,0.9956,-0.0073,13.4936,233.91,1142.57,0.4433,2.471,8.5306,0.1469,3.8379,-2.0043,-0.0026,-0.345,-0.472,-0.2842,-0.1148,-0.2911,-0.0093,-0.0475,0.1169,0.9534,0.2655,0.4872,0.5128,0.0,28929600.0
246,0.61,1.0007,-0.0063,13.4686,247.51,1139.81,0.5044,2.7577,11.0466,0.1722,4.3123,-2.2263,-0.0028,-0.4036,-0.4928,-0.2911,-0.0891,-0.3241,-0.0097,-0.0537,0.1189,0.8643,0.2963,0.4915,0.5085,0.0,29047200.0
247,0.61,1.0637,-0.0084,13.4325,236.37,1090.72,0.3509,2.0127,7.7579,0.1214,2.878,-1.6248,-0.0021,-0.3041,-0.352,-0.225,-0.0893,-0.2882,-0.0075,-0.0406,0.1211,0.6787,0.2187,0.494,0.506,0.0,29164800.0
248,0.6,1.0703,-0.0075,13.3955,221.58,1069.9,0.4184,2.3656,8.3989,0.1444,3.5097,-1.9194,-0.0024,-0.348,-0.3987,-0.2603,-0.1123,-0.3141,-0.0087,-0.0486,0.1241,0.8944,0.2573,0.4966,0.5034,0.0,29282400.0
249,0.6,0.9605,-0.0081,13.3508,242.43,1195.17,0.4821,2.6559,9.4459,0.1594,4.0213,-2.1401,-0.0027,-0.3891,-0.4609,-0.2924,-0.0929,-0.3242,-0.0095,-0.0532,0.127,0.98,0.2865,0.5001,0.4999,0.0,29400000.0
250,0.6,1.2664,-0.0054,13.3308,218.94,1089.83,0.4444,2.5202,8.7032,0.1491,3.7129,-2.0433,-0.0026,-0.3738,-0.4418,-0.2765,-0.0941,-0.3483,-0.0091,-0.0501,0.1287,1.0107,0.2851,0.5021,0.4979,0.0,29517600.0
251,0.6,0.909,-0.0073,13.3047,222.35,1093.16,0.4047,2.2806,8.3671,0.1354,3.3518,-1.8402,-0.0024,-0.3409,-0.3656,-0.2473,-0.0816,-0.3068,-0.0081,-0.0466,0.1312,0.8367,0.2507,0.5058,0.4942,0.0,29635200.0
252,0.6,1.0263,-0.0045,13.2736,228.2,1092.19,0.428,2.4351,8.7434,0.1431,3.5349,-1.9696,-0.0025,-0.3701,-0.4077,-0.2696,-0.0885,-0.341,-0.0087,-0.0501,0.1335,0.8987,0.2718,0.5092,0.4908,0.0,29752800.0
253,0.6,0.9686,-0.0048,13.2749,256.03,1247.58,0.5316,2.9106,10.9834,0.1721,4.4525,-2.3546,-0.003,-0.4464,-0.5056,-0.3158,-0.1093,-0.3623,-0.0106,-0.0587,0.1356,0.9786,0.341,0.513,0.487,0.0,29870400.0
254,0.6,1.0705,-0.0055,13.2601,244.62,1237.77,0.4777,2.6622,9.0133,0.1524,3.9965,-2.1405,-0.003,-0.3903,-0.4636,-0.2929,-0.1122,-0.3308,-0.0097,-0.0534,0.1377,1.0773,0.2919,0.517,0.483,0.0,29988000.0
255,0.6,1.0096,-0.0077,13.2523,220.68,1146.55,0.4301,2.3024,7.9384,0.1324,3.5557,-1.8536,-0.0024,-0.3506,-0.4029,-0.2599,-0.0999,-0.2706,-0.0084,-0.0473,0.1391,0.9058,0.2593,0.5206,0.4794,0.0,30105600.0
256,0.6,1.0093,-0.0108,13.2208,236.41,1178.04,0.4711,2.4767,8.9034,0.1416,3.7912,-1.9956,-0.0027,-0.3805,-0.424,-0.2629,-0.063,-0.3008,-0.0086,-0.0496,0.1401,0.9165,0.2855,0.5224,0.4776,0.0,30223200.0
257,0.6,1.1901,-0.0085,13.1969,247.39,1209.17,0.4914,2.6645,9.4793,0.1554,4.0409,-2.1442,-0.0028,-0.398,-0.4832,-0.3049,-0.0994,-0.3262,-0.0096,-0.0541,0.1418,1.0112,0.3005,0.5264,0.4736,0.0,30340800.0
258,0.6,0.9952,-0.01,13.1774,227.22,1083.22,0.3769,2.2224,8.7651,0.1258,3.1176,-1.7954,-0.0022,-0.3341,-0.369,-0.2481,-0.1017,-0.3421,-0.0082,-0.046,0.1439,0.6907,0.2533,0.5307,0.4693,0.0,30458400.0
259,0.6,0.8966,-0.0074,13.1644,253.42,1215.53,0.4707,2.9083,11.6389,0.1646,3.8951,-2.3419,-0.0029,-0.4055,-0.4675,-0.3372,-0.1061,-0.4993,-0.0104,-0.0579,0.1475,0.9117,0.3196,0.5345,0.4655,0.0,30576000.0
260,0.59,1.0717,-0.0022,13.1454,227.34,1116.58,0.4151,2.2916,8.0786,0.1328,3.5281,-1.8448,-0.0024,-0.3509,-0.4077,-0.2663,-0.1044,-0.2852,-0.0085,-0.047,0.1504,0.9038,0.2612,0.5383,0.4617,0.0,30693600.0
261,0.59,0.9753,-0.0096,13.1217,232.11,1149.3,0.4632,2.6681,9.9206,0.1524,3.81,-2.1471,-0.0029,-0.3868,-0.4862,-0.2996,-0.1022,-0.3843,-0.0097,-0.0535,0.1523,0.9383,0.3003,0.5412,0.4588,0.0,30811200.0
262,0.59,0.9389,-0.0085,13.1063,285.73,1395.62,0.5194,2.9684,10.9566,0.1652,4.4152,-2.3845,-0.0029,-0.4324,-0.481,-0.3315,-0.1443,-0.4056,-0.0111,-0.0607,0.1553,1.0926,0.3396,0.545,0.455,0.0,30928800.0
263,0.59,1.0895,-0.0059,13.0827,270.13,1269.32,0.5155,2.7789,10.6738,0.1623,4.1663,-2.2373,-0.0032,-0.4327,-0.4458,-0.2969,-0.0977,-0.35,-0.01,-0.0575,0.1585,0.927,0.3281,0.5489,0.4511,0.0,31046400.0
264,0.59,0.9128,-0.0086,13.0637,272.06,1268.9,0.4942,2.7535,11.0704,0.1528,3.999,-2.2113,-0.0028,-0.41,-0.4582,-0.2934,-0.0877,-0.3997,-0.0098,-0.0561,0.1616,0.8519,0.3229,0.5528,0.4472,0.0,31164000.0
265,0.59,0.8968,-0.0076,13.0531,273.23,1303.63,0.5086,2.7975,10.2329,0.1623,4.2611,-2.2348,-0.003,-0.4334,-0.4237,-0.2923,-0.1041,-0.3572,-0.0101,-0.0586,0.165,1.0342,0.3152,0.5564,0.4436,0.0,31281600.0
266,0.59,0.8009,-0.0091,13.0422,260.91,1259.27,0.5217,2.7615,10.4175,0.1591,4.4152,-2.2105,-0.0029,-0.4449,-0.4303,-0.2901,-0.1039,-0.3064,-0.01,-0.0578,0.1677,0.9394,0.3261,0.5588,0.4412,0.0,31399200.0
267,0.59,0.9473,-0.0082,13.0153,277.09,1282.25,0.5344,2.8854,10.6004,0.1736,4.7124,-2.2959,-0.0029,-0.4312,-0.4405,-0.2855,-0.1057,-0.299,-0.0103,-0.0586,0.1715,1.0302,0.3154,0.5607,0.4393,0.0,31516800.0
268,0.59,0.887,-0.0091,13.0005,294.28,1369.16,0.5096,2.9706,10.7526,0.1672,4.3983,-2.3823,-0.0031,-0.4462,-0.4507,-0.3326,-0.1634,-0.3988,-0.0113,-0.0635,0.1752,1.1187,0.3397,0.5635,0.4365,0.0,31634400.0
269,0.59,0.8527,-0.0063,12.981,265.81,1305.45,0.5306,2.9694,10.6932,0.1721,4.2729,-2.3649,-0.0033,-0.4392,-0.469,-0.3162,-0.0936,-0.4217,-0.0104,-0.0596,0.1775,1.1234,0.3318,0.5665,0.4335,0.0,31752000.0
270,0.59,0.9686,-0.006,12.9829,290.09,1439.56,0.5141,3.0609,11.3038,0.1802,4.5157,-2.4475,-0.0031,-0.4642,-0.4713,-0.3105,-0.1258,-0.4193,-0.0112,-0.0635,0.1814,1.0827,0.3462,0.5695,0.4305,0.0,31869600.0
271,0.59,0.8489,-0.009,12.9285,308.19,1427.74,0.5232,3.0462,11.705,0.1772,4.5892,-2.4252,-0.003,-0.447,-0.4647,-0.3237,-0.1089,-0.3929,-0.0109,-0.0626,0.1852,0.9596,0.3321,0.5713,0.4287,0.0,31987200.0
272,0.59,0.9841,-0.0081,12.926,293.63,1380.29,0.5869,3.2101,11.7654,0.1863,5.0132,-2.5516,-0.0033,-0.4843,-0.4825,-0.3318,-0.1245,-0.3714,-0.0115,-0.0672,0.1902,1.1603,0.3587,0.5743,0.4257,0.0,32104800.0
273,0.59,0.9532,-0.0049,12.9076,291.77,1376.31,0.5692,3.3829,12.5414,0.2027,5.2365,-2.6938,-0.0034,-0.4886,-0.4983,-0.3471,-0.1536,-0.4199,-0.0124,-0.0706,0.1958,1.1965,0.3746,0.577,0.423,0.0,32222400.0
274,0.59,0.8886,-0.0079,12.8798,308.43,1393.19,0.5561,3.0918,12.9415,0.1832,4.7346,-2.4575,-0.0033,-0.4751,-0.4493,-0.3182,-0.1247,-0.3846,-0.0113,-0.0651,0.1998,0.8528,0.3505,0.5789,0.4211,0.0,32340000.0
275,0.58,0.9067,-0.0092,12.8621,285.86,1365.64,0.5501,3.0556,11.411,0.177,4.6932,-2.4377,-0.0031,-0.4716,-0.4493,-0.3222,-0.0981,-0.3763,-0.0108,-0.0641,0.2057,1.0816,0.358,0.5807,0.4193,0.0,32457600.0
276,0.58,1.0852,-0.0082,12.8472,312.5,1486.62,0.5816,3.3683,12.6175,0.1978,5.1401,-2.6721,-0.0033,-0.5004,-0.4787,-0.3577,-0.1553,-0.4352,-0.0125,-0.0709,0.2139,1.1973,0.38,0.5838,0.4162,0.0,32575200.0
277,0.58,0.9806,-0.0101,12.8392,325.93,1463.77,0.5952,3.3448,13.3764,0.2082,5.2529,-2.6436,-0.0033,-0.513,-0.4392,-0.3149,-0.1279,-0.3794,-0.0119,-0.0717,0.2234,1.0448,0.365,0.5857,0.4143,0.0,32692800.0
278,0.58,0.957,-0.0067,12.8298,309.77,1363.35,0.5265,3.0607,12.621,0.1822,4.5772,-2.4253,-0.003,-0.4738,-0.4117,-0.2944,-0.1041,-0.4055,-0.0108,-0.0644,0.2328,0.9175,0.3471,0.588,0.412,0.0,32810400.0
279,0.58,0.9438,-0.004,12.8093,316.34,1426.08,0.5322,3.0388,12.1622,0.179,4.5736,-2.4125,-0.0031,-0.4805,-0.4186,-0.3023,-0.1388,-0.3976,-0.0112,-0.0658,0.2423,0.9322,0.35,0.5902,0.4098,0.0,32928000.0
280,0.58,0.8605,-0.0088,12.7895,291.46,1384.62,0.483,3.0519,11.868,0.1789,4.2149,-2.4153,-0.0031,-0.4634,-0.4232,-0.3158,-0.1175,-0.4831,-0.011,-0.0645,0.2489,1.0076,0.3434,0.5917,0.4083,0.0,33045600.0
281,0.58,0.8495,-0.0092,12.7615,346.61,1589.43,0.6431,3.5237,13.4218,0.2098,5.5163,-2.7873,-0.0036,-0.5302,-0.4991,-0.3528,-0.1319,-0.4067,-0.0126,-0.0749,0.2568,1.2034,0.3919,0.5944,0.4056,0.0,33163200.0
282,0.58,0.8793,-0.0066,12.7597,317.31,1461.63,0.5526,3.1205,11.9568,0.191,4.9568,-2.4538,-0.0031,-0.4779,-0.4083,-0.2921,-0.1332,-0.3468,-0.0113,-0.0666,0.2678,1.005,0.3343,0.5964,0.4036,0.0,33280800.0
283,0.58,1.0166,-0.0087,12.7217,341.53,1537.72,0.567,3.3489,13.2418,0.2071,4.9541,-2.6326,-0.0033,-0.5139,-0.4561,-0.3048,-0.1056,-0.4416,-0.0117,-0.0699,0.2783,1.026,0.3604,0.5976,0.4024,0.0,33398400.0
284,0.58,1.1351,-0.0098,12.7065,334.91,1546.07,0.6114,3.4868,13.0293,0.2111,5.3567,-2.7463,-0.0035,-0.5361,-0.4665,-0.3297,-0.1236,-0.426,-0.0123,-0.0736,0.2895,1.2529,0.385,0.5997,0.4003,0.0,33516000.0
285,0.58,1.0211,-0.0087,12.6897,348.2,1590.5,0.6418,3.591,13.6343,0.2123,5.6534,-2.839,-0.0036,-0.5467,-0.4881,-0.3596,-0.1384,-0.4189,-0.0129,-0.0758,0.3016,1.2418,0.4078,0.6011,0.3989,0.0,33633600.0
286,0.58,0.8257,-0.005,12.6981,363.68,1633.63,0.6418,3.6636,14.3927,0.2243,5.7619,-2.8721,-0.0036,-0.5525,-0.4898,-0.3448,-0.1507,-0.4197,-0.0132,-0.0775,0.3165,1.1581,0.3939,0.6029,0.3971,0.0,33751200.0
287,0.58,0.88,-0.0102,12.6464,350.26,1580.78,0.6289,3.4668,13.8883,0.211,5.4973,-2.7274,-0.0036,-0.5299,-0.4645,-0.3381,-0.1414,-0.3821,-0.0125,-0.0748,0.3317,1.0534,0.3835,0.6049,0.3951,0.0,33868800.0
288,0.58,0.9121,-0.0091,12.6415,335.49,1540.62,0.5963,3.4298,12.8081,0.21,5.3586,-2.6819,-0.0034,-0.5269,-0.4434,-0.3207,-0.1203,-0.4003,-0.0122,-0.0722,0.3433,1.1803,0.3711,0.6064,0.3936,0.0,33986400.0
289,0.58,1.0242,-0.0075,12.6124,353.97,1613.31,0.673,3.669,14.366,0.2149,5.8689,-2.8849,-0.0037,-0.5522,-0.4848,-0.3604,-0.1505,-0.4027,-0.0133,-0.0778,0.3558,1.1584,0.4118,0.6074,0.3926,0.0,34104000.0
290,0.58,0.8366,-0.0087,12.6038,332.39,1566.39,0.6445,3.615,13.4351,0.219,5.4913,-2.8344,-0.0038,-0.5719,-0.4884,-0.3522,-0.1589,-0.4385,-0.0132,-0.0783,0.3702,1.2587,0.4008,0.6084,0.3916,0.0,34221600.0
